"type","text"
"spam","urgent please call [PHONE] from landline. å£5000 cash or a luxury 4* canary islands holiday await collection. t&cs sae award. 20m12aq. 150ppm. 16+ ‰ûï"
"spam","urgent! please call [PHONE] from your landline, your complimentary 4* lux costa del sol holiday or å£1000 cash await collection. ppm 150 sae t&cs james 28, eh74rr"
"ham","i havent lei.. next mon can?"
"ham","mm feeling sleepy. today itself i shall get that dear"
"ham","how dare you stupid. i wont tell anything to you. hear after i wont talk to you:-."
"ham","do ì_ noe if ben is going?"
"ham","can you do a mag meeting this avo at some point?"
"ham","i meant middle left or right?"
"ham","really? i crashed out cuddled on my sofa."
"ham","hi chachi tried calling u now unable to reach u .. pl give me a missed cal once u c tiz msg  kanagu"
"ham","i sent you the prices and do you mean the  &lt;#&gt; g,"
"ham","are you this much buzy"
"ham","nothing. can..."
"spam","i don't know u and u don't know me. send chat to 86688 now and let's find each other! only 150p/msg rcvd. hg/suite342/2lands/row/w1j6hl ldn. 18 years or over."
"ham","no * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! loving u"
"ham","but my family not responding for anything. now am in room not went to home for diwali but no one called me and why not coming. it makes me feel like died."
"ham","tick, tick, tick ... babe"
"ham","r ì_ going 4 today's meeting?"
"ham","k da:)how many page you want?"
"ham","ya had just now.onion roast."
"ham","send his number and give reply tomorrow morning for why you said that to him like that ok"
"ham","you said not now. no problem. when you can. let me know."
"ham","ok but tell me half an hr b4 u come i need 2 prepare."
"ham","play w computer? aiyah i tok 2 u lor?"
"ham","sat right? okay thanks..."
"ham","derp. which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with"
"ham","ok chinese food on its way. when i get fat you're paying for my lipo."
"ham","we r outside already."
"ham","have a good trip. watch out for . remember when you get back we must decide about easter."
"ham","yo we are watching a movie on netflix"
"ham","what time. i‰û÷m out until prob 3 or so"
"ham","can meh? thgt some will clash... really ah, i dun mind... i dun seen to have lost any weight... gee..."
"ham","i am not sure about night menu. . . i know only about noon menu"
"ham","arr birthday today:) i wish him to get more oscar."
"ham","open rebtel with firefox. when it loads just put plus sign in the user name place, and it will show you two numbers. the lower number is my number. once you pick that number the pin will display okay!"
"ham","and  picking them up from various points"
"spam","married local women looking for discreet action now! 5 real matches instantly to your phone. text match to 69969 msg cost 150p 2 stop txt stop bcmsfwc1n3xx"
"ham","wow v v impressed. have funs shopping!"
"spam","burger king - wanna play footy at a top stadium? get 2 burger king before 1st sept and go large or super with coca-cola and walk out a winner"
"ham","no problem. talk to you later"
"ham","then ur sis how?"
"ham","still in customer place"
"spam","how come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?"
"ham","dude u knw also telugu..thts gud..k, gud nyt.."
"ham","we confirm eating at esplanade?"
"ham","send me your id and password"
"ham","kind of. took it to garage. centre part of exhaust needs replacing. part ordered n taking it to be fixed tomo morning."
"spam","for ur chance to win a å£250 cash every wk txt: action to 80608. t's&c's www.movietrivia.tv custcare [PHONE], 1x150p/wk."
"ham","well i might not come then..."
"ham","long after i quit. i get on only like 5 minutes a day as it is."
"ham","then its most likely called mittelschmertz. google it. if you dont have paracetamol dont worry it will go."
"ham","well at this right i'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you"
"ham","just arrived, see you in a couple days &lt;3"
"ham","k, wat s tht incident?"
"ham","yeah get the unlimited"
"ham","cthen i thk shd b enuff.. still got conclusion n contents pg n references.. i'll b doing da contents pg n cover pg.."
"ham","forgot it takes me 3 years to shower, sorry. where you at/your phone dead yet?"
"ham","ìï got wat to buy tell us then ì_ no need to come in again."
"ham","when you are big..| god will bring success."
"spam","u‰ûªve bin awarded å£50 to play 4 instant cash. call [PHONE] to claim. every 9th player wins min å£50-å£500. optout [PHONE]"
"ham","‰û_ we r stayin here an extra week, back next wed. how did we do in the rugby this weekend? hi to and and , c u soon \""
ham"""
"ham","not from this campus. are you in the library?"
"ham","the affidavit says  &lt;#&gt;  e twiggs st, division g, courtroom  &lt;#&gt; , &lt;time&gt;  am. i'll double check and text you again tomorrow"
"ham","how will i creep on you now? ;_;"
"ham","tell your friends what you plan to do on valentines day @ &lt;url&gt;"
"ham","if i get there before you after your ten billion calls and texts so help me god"
"ham","purity of friendship between two is not about smiling after reading the forwarded message..its about smiling just by seeing the name. gud evng musthu"
"ham","i've told him that i've returned it. that should i re order it."
"ham","house-maid is the murderer, coz the man was murdered on  &lt;#&gt; th january.. as public holiday all govt.instituitions are closed,including post office.."
"ham","depends on where u going lor."
"ham","and smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*"
"spam","freemsg>fav xmas tones!reply real"
"ham","lil fever:) now fine:)"
"ham","i think it's all still in my car"
"ham","can a not?"
"ham","yes princess! i want to catch you with my big strong hands..."
"ham","oh yeah i forgot. u can only take 2 out shopping at once."
"ham","mm so you asked me not to call radio"
"ham","thinkin about someone is all good. no drugs for that"
"ham","say this slowly.? god,i love you &amp; i need you,clean my heart with your blood.send this to ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
"ham","enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly.."
"ham","alright if you're sure, let me know when you're leaving"
"ham","some are lasting as much as 2 hours. you might get lucky."
"ham","genius what's up. how your brother. pls send his number to my skype."
"spam","gr8 poly tones 4 all mobs direct 2u rply with poly title to 8007 eg poly breathe1 titles: crazyin, sleepingwith, finest, ymca :getzed.co.uk pobox365o4w45wq 300p"
"ham","thk some of em find wtc too far... weiyi not goin... e rest i dunno yet... r ur goin 4 dinner den i might b able to join..."
"ham","don't forget who owns you and who's private property you are ... and be my good boy always .. *passionate kiss*"
"spam","interflora - åòit's not too late to order interflora flowers for christmas call 0800 505060 to place your order before midnight tomorrow."
"ham","oh god..taken the teeth?is it paining"
"spam","romcapspam everyone around should be responding well to your presence since you are so warm and outgoing. you are bringing in a real breath of sunshine."
"ham","then u ask darren go n pick u lor... but i oso sian tmr haf 2 meet lect..."
"ham","no need to buy lunch for me.. i eat maggi mee.."
"spam","congratulations - thanks to a good friend u have won the å£2,000 xmas prize. 2 claim is easy, just call [PHONE] now! only 10p per minute. bt-national-rate"
"ham","oh right, ok. i'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!"
"spam","send a logo 2 ur lover - 2 names joined by a heart. txt love name1 name2 mobno eg love adam eve [PHONE] to 87077 yahoo! pobox36504w45wq txtno 4 no ads 150p."
"ham","thanx 4 sending me home..."
"ham","its normally hot mail. com you see!"
"ham","u sick still can go shopping?"
"ham","ya they are well and fine., bbd(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter.."
"ham","1's reach home call me."
"ham","were trying to find a chinese food place around here"
"ham","easy mate, * guess the quick drink was bit ambitious."
"ham","babe !!! i miiiiiiissssssssss you ! i need you !!! i crave you !!! :-( ... geeee ... i'm so sad without you babe ... i love you ..."
"ham","tunji, how's the queen? how are you doing. this is just wishing you a great day. abiola."
"ham","today iz yellow rose day. if u love my frndship give me 1 misscall &amp; send this to ur frndz &amp; see how many miss calls u get. if u get 6missed u marry ur lover."
"ham","will be out of class in a few hours. sorry"
"ham","wat time u finish ur lect today?"
"spam","free-message: jamster!get the crazy frog sound now! for poly text mad1, for real text mad2 to 88888. 6 crazy sounds for just 3 gbp/week! 16+only! t&c's apply"
"ham","sad story of a man - last week was my b'day. my wife did'nt wish me. my parents forgot n so did my kids . i went to work. even my colleagues did not wish. as i entered my cabin my pa said, '' happy b'day boss !!''. i felt special. she askd me 4 lunch. after lunch she invited me to her apartment. we went there. she said,'' do u mind if i go into the bedroom for a minute ? '' ''ok'', i sed in a sexy mood. she came out 5 minuts latr wid a cake...n my wife, my parents, my kidz, my friends n my colleagues. all screaming.. surprise !! and i was waiting on the sofa.. ... ..... ' naked...!"
"spam","your chance to be on a reality fantasy show call now = [PHONE] just 20p per min ntt ltd, po box 1327 croydon cr9 5wb 0870 is a national = rate call"
"ham","she's fine. good to hear from you. how are you my dear? happy new year oh."
"ham","are you going to wipro interview today?"
"ham","how tall are you princess?"
"ham","i doubt you could handle 5 times per night in any case..."
"ham","haha... hope ì_ can hear the receipt sound... gd luck!"
"ham","your gonna be the death if me. i'm gonna leave a note that says its all robs fault. avenge me."
"ham","today i'm not workin but not free oso... gee... thgt u workin at ur fren's shop ?"
"ham","in life when you face choices just toss a coin not becoz its settle the question but while the coin in the air u will know what your heart is hoping for. gudni8"
"ham","i want to be there so i can kiss you and feel you next to me"
"ham","i am not at all happy with what you saying or doing"
"spam","adult 18 content your video will be with you shortly"
"ham","ok that would b lovely, if u r sure. think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... up to u! wot about ?"
"ham","what i'm saying is if you haven't explicitly told nora i know someone i'm probably just not gonna bother"
"ham","he says hi and to get your ass back to south tampa (preferably at a kegger)"
"ham","smith waste da.i wanna gayle."
"ham","mum, i've sent you many many messages since i got here. i just want to know that you are actually getting them. do enjoy the rest of your day."
"ham","aight, tomorrow around  &lt;#&gt;  it is"
"spam","your chance to be on a reality fantasy show call now = [PHONE] just 20p per min ntt ltd, po box 1327 croydon cr9 5wb 0870 is a national = rate call."
"ham","i actually did for the first time in a while. i went to bed not too long after i spoke with you. woke up at 7. how was your night?"
"ham","see you there!"
"ham","i dont understand your message."
"ham","crucify is c not s. you should have told me earlier."
"ham","idk. you keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. and i'm tired. i have so much other shit to deal with that i'm barely keeping myself together once this gets added to it."
"ham","fuck cedar key and fuck her (come over anyway tho)"
"ham","twenty past five he said will this train have been to durham already or not coz i am in a reserved seat"
"spam","hey boys. want hot xxx pics sent direct 2 ur phone? txt porn to 69855, 24hrs free and then just 50p per day. to stop text stopbcm sf wc1n3xx"
"ham","u still painting ur wall?"
"spam","last chance! claim ur å£150 worth of discount vouchers today! text shop to 85023 now! savamob, offers mobile! t cs savamob pobox84, m263uz. å£3.00 sub. 16"
"ham","printer is cool. i mean groovy. wine is groovying"
"ham","hi harish's rent has been transfred to ur acnt."
"ham","anything lor is she coming?"
"ham","cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good."
"ham","ìï still attending da talks?"
"ham","no probs hon! how u doinat the mo?"
"ham","k i'll take care of it"
"ham","i take it we didn't have the phone callon friday. can we assume we won't have it this year now?"
"ham","my battery is low babe"
"ham","shuhui has bought ron's present it's a swatch watch..."
"ham","yeah there's quite a bit left, i'll swing by tomorrow when i get up"
"ham","babe? you said 2 hours and it's been almost 4 ... is your internet down ?"
"ham","k i'll be sure to get up before noon and see what's what"
"ham","k...k...yesterday i was in cbe ."
"ham","went to ganesh dress shop"
"spam","pdate_now - double mins and 1000 txts on orange tariffs. latest motorola, sonyericsson & nokia & bluetooth free! call mobileupd8 on [PHONE] or call2optout/!yhl"
"ham","ìï collecting ur laptop then going to configure da settings izzit?"
"ham","if you r @ home then come down within 5 min"
"ham","aight, i should be there by 8 at the latest, probably closer to 7. are jay and tyler down or should we just do two trips?"
"ham","come aftr  &lt;decimal&gt; ..now i m cleaning the house"
"spam","ur cash-balance is currently 500 pounds - to maximize ur cash-in now send cash to 86688 only 150p/msg. cc: [PHONE] po box 114/14 tcr/w1"
"ham","bill, as in: are there any letters for me. i‰ûªm expecting one from orange that isn‰ûªt a bill but may still say orange on it."
"ham","tell me pa. how is pain de."
"ham","hi darlin i hope you had a nice night i wish i had come cant wait to see you love fran ps i want dirty anal sex and i want a 10 man gang bang"
"ham","ha. you don‰û÷t know either. i did a a clever but simple thing with pears the other day, perfect for christmas."
"ham","why must we sit around and wait for summer days to celebrate. such a magical sight when the worlds dressed in white. oooooh let there be snow."
"spam","urgent! your mobile number has been awarded with a å£2000 prize guaranteed. call [PHONE] from land line. claim 3030. valid 12hrs only"
"ham","how do you guys go to see movies on your side."
"ham","sorry,in meeting i'll call later"
"ham","you didn't have to tell me that...now i'm thinking. plus he's going to stop all your runs"
"ham","kindly send some one to our flat before  &lt;decimal&gt;  today."
"spam","sorry! u can not unsubscribe yet. the mob offer package has a min term of 54 weeks> pls resubmit request after expiry. reply themob help 4 more info"
"ham","nothing lor... a bit bored too... then y dun u go home early 2 sleep today..."
"ham","what time should i tell my friend to be around?"
"ham","yes. that will be fine. love you. be safe."
"ham","thanks chikku..:-) gud nyt:-*"
"ham","is xy in ur car when u picking me up?"
"ham","thanx 4 the time weåõve spent 2geva, its bin mint! ur my baby and all i want is u!xxxx"
"ham","yo, any way we could pick something up tonight?"
"ham","i've not sent it. he can send me."
"ham","fine am simply sitting."
"ham","thts god's gift for birds as humans hav some natural gift frm god.."
"ham","are you coming to day for class."
"ham","im done. just studyn in library"
"ham","ok... u enjoy ur shows..."
"ham","anything..."
"ham","where wuld i be without my baby? the thought alone mite break me and i donåõt wanna go crazy but everyboy needs his lady xxxxxxxx"
"ham","wat's my dear doing? sleeping ah?"
"ham","hi' test on  &lt;#&gt; rd ...."
"ham","only 2% students solved this cat question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? tell me the answer if u r brilliant...1thing.i got d answr."
"ham","yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night"
"ham","yup n her fren lor. i'm meeting my fren at 730."
"ham","yeah, we got one lined up for us"
"ham","and stop wondering \wow is she ever going to stop tm'ing me ?!\"" because i will tm you whenever i want because you are mine ... *laughs*"""
"ham","lol yep did that yesterday. already got my fireplace. now its just another icon sitting there for me."
"ham","hey i've booked the pilates and yoga lesson already... haha"
"ham","are you ok. what happen to behave like this"
"spam","you have 1 new message. please call [PHONE]."
"ham","my supervisor find 4 me one lor i thk his students. i havent ask her yet. tell u aft i ask her."
"ham","hello. no news on job, they are making me wait a fifth week! yeah im up for some woozles and weasels... in exeter still, but be home about 3."
"spam","we currently have a message awaiting your collection. to collect your message just call [PHONE]."
"ham","hey babe, sorry i didn't get sooner. gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a ptbo and he says it will cost  &lt;#&gt;  bucks. i don't know if it might be cheaper to find someone there ? we don't have any second hand machines at all right now, let me know what you want to do babe"
"ham","make that 3! 4 fucks sake?! x"
"ham","leave it. u will always be ignorant."
"ham","nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-)"
"ham","at bruce b downs &amp; fletcher now"
"ham","where are you ? you said you would be here when i woke ... :-("
"ham","hey now am free you can call me."
"ham","tell me whos this pls:-)"
"spam","urgent! your mobile was awarded a å£1,500 bonus caller prize on 27/6/03. our final attempt 2 contact u! call [PHONE]"
"ham","think i might have to give it a miss. am teaching til twelve, then have lecture at two. damn this working thing."
"ham","id have to check but there's only like 1 bowls worth left"
"ham","yes there were many sweets"
"ham","i would but i'm still cozy. and exhausted from last night.nobody went to school or work. everything is closed."
"spam","u have a secret admirer. reveal who thinks u r so special. call [PHONE]. to opt out reply reveal stop. 1.50 per msg recd. cust care [PHONE]"
"ham","buzzzz! *grins* did i buzz your ass? buzz your chest ? buzz your cock ? where do you keep your phone ? is the vibrator on ? did you feel it shake ?"
"ham","sir send to group mail check it."
"ham","i'm doing da intro covers energy trends n pros n cons... brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages.."
"ham","\none!nowhere ikno doesdiscount!shitinnit\"""""
"ham","you dont know you jabo me abi."
"spam","do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?"
"ham","not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane.."
"ham","are you being good, baby? :)"
"ham","neft transaction with reference number  &lt;#&gt;  for rs. &lt;decimal&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;time&gt; : &lt;#&gt;"
"ham","mostly sports type..lyk footbl,crckt.."
"ham","ma head dey swell oh. thanks for making my day"
"ham","u should make a fb list"
"ham","height of confidence: all the aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. aftr they sat they wer told dat the plane ws made by their students. dey all hurried out of d plane.. bt only 1 didnt move... he said:\if it is made by my students"
"ham","sary just need tim in the bollox &it hurt him a lot so he tol me!"
"ham","happy new year princess!"
"ham","i'll text carlos and let you know, hang on"
"ham","don't worry, * is easy once have ingredients!"
"ham","i love u 2 my little pocy bell i am sorry but i love u"
"ham","ok omw now, you at castor?"
"ham","yar lor... keep raining non stop... or u wan 2 go elsewhere?"
"spam","xmas offer! latest motorola, sonyericsson & nokia & free bluetooth or dvd! double mins & 1000 txt on orange. call mobileupd8 on [PHONE] or call2optout/4qf2"
"ham","what u mean u almost done? done wif sleeping? but i tot u going to take a nap.. yup i send her liao so i'm picking her up at ard 4 smth lor.."
"ham","tonight? yeah, i'd be down for that"
"ham","what should i eat fo lunch senor"
"ham","he said that he had a right giggle when he saw u again! you would possibly be the first person2die from nvq, but think how much you could for!"
"ham","no break time one... how... i come out n get my stuff fr ì_?"
"spam","reply to win å£100 weekly! what professional sport does tiger woods play? send stop to 87239 to end service"
"ham","i'm there and i can see you, but you can't see me ? maybe you should reboot ym ? i seen the buzz"
"ham","do you still have the grinder?"
"ham","love isn't a decision, it's a feeling. if we could decide who to love, then, life would be much simpler, but then less magical"
"ham","k.i did't see you.:)k:)where are you now?"
"ham","so i'm doing a list of buyers."
"ham","no idea, i guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second"
"ham","mm not entirely sure i understood that text but hey. ho. which weekend?"
"ham","they released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear."
"ham","don know..he is watching film in computer.."
"ham","no b4 thursday"
"ham","oh, then your phone phoned me but it disconnected"
"ham","id onluy matters when getting on from offcampus"
"spam","this message is free. welcome to the new & improved sex & dogging club! to unsubscribe from this service reply stop. msgs@150p 18+only"
"ham","excellent, i'll see what riley's plans are"
"ham","i will see in half an hour"
"spam","you've won tkts to the euro2004 cup final or å£800 cash, to collect call [PHONE] b4190604, pobox 7876150ppm"
"ham","ew are you one of them?"
"ham","also hi wesley how've you been"
"ham","ah you see. you have to be in the lingo. i will let you know wot on earth it is when has finished making it!"
"spam","loan for any purpose å£500 - å£75,000. homeowners + tenants welcome. have you been previously refused? we can still help. call free 0800 1956669 or text back 'help'"
"spam","update_now - 12mths half price orange line rental: 400mins...call mobileupd8 on [PHONE] or call2optout=j5q"
"ham","imagine life without me... see.. how fast u are searching me?don't worry.. l'm always there to disturb u.. goodnoon..:)"
"ham","hm good morning, headache anyone? :-)"
"ham","yeah no probs - last night is obviously catching up with you... speak soon"
"spam","free unlimited hardcore porn direct 2 your mobile txt porn to 69200 & get free access for 24 hrs then chrgd@50p per day txt stop 2exit. this msg is free"
"ham","i might go 2 sch. yar at e salon now v boring."
"ham","&lt;#&gt;  mins but i had to stop somewhere first."
"ham","&lt;#&gt;  is fast approaching. so, wish u a very happy new year happy sankranti happy republic day happy valentines day happy shivratri happy ugadi happy fools day happy may day happy independence day, happy friendship,mother,father,teachers,childrens day, &amp; happy birthday 4 u. happy ganesh festival happy dasara happy diwali happy christmas  &lt;#&gt;  good mornings afternoons, evenings nights. rememberi am the first to wishing u all these...your's raj"
"ham","one of the joys in lifeis waking up each daywith thoughts that somewheresomeone cares enough tosend a warm morning greeting.. -"
"ham","i didn't get the second half of that message"
"ham","wat time do u wan 2 meet me later?"
"ham","i thank you so much for all you do with selflessness. i love you plenty."
"ham","am in film ill call you later."
"ham","how dare you change my ring"
"ham","you are a very very very very bad girl. or lady."
"ham","i love ya too but try and budget your money better babe. gary would freak on me if he knew"
"ham","what part of \don't initiate\"" don't you understand"""
"ham","i finished my lunch already. u wake up already?"
"ham","you still at the game?"
"ham","you have got tallent but you are wasting."
"ham","what is your record for one night? :)"
"ham","also sir, i sent you an email about how to log into the usc payment portal. i.ll send you another message that should explain how things are back home. have a great weekend."
"ham","gonna let me know cos comes bak from holiday that day.  is coming. don't4get2text me  number."
"ham","jokin only lar... :-) depends on which phone my father can get lor..."
"ham","aight, lemme know what's up"
"ham","get ready for  &lt;#&gt;  inches of pleasure..."
"ham",";-) ok. i feel like john lennon."
"ham","cos darren say ì_ considering mah so i ask ì_..."
"ham","you are not bothering me but you have to trust my answers. pls."
"ham","wishing you and your family merry \x\"" mas and happy new year in advance.."""
"ham","one day a crab was running on the sea shore..the waves came n cleared the footprints of the crab.. crab asked: being my frnd y r u clearing my beautiful footprints? waves replied: a fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) gud nyt.."
"ham","aight what time you want me to come up?"
"ham","slaaaaave ! where are you ? must i summon you to me all the time now ? don't you wish to come to me on your own anymore?"
"ham","your bill at 3 is å£33.65 so thats not bad!"
"ham","let me know how it changes in the next 6hrs. it can even be appendix but you are out of that age range. however its not impossible. so just chill and let me know in 6hrs"
"ham","hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?"
"ham","so how's the weather over there?"
"ham","ok. not much to do here though. h&m friday, cant wait. dunno wot the hell im gonna do for another 3 weeks! become a slob- oh wait, already done that!"
"ham","die... now i have e toot fringe again..."
"ham","lol they don't know about my awesome phone. i could click delete right now if i want."
"ham","awesome question with a cute answer: someone asked a boy \how is ur life?\"" . . he smiled &amp; answered: . . \""she is fine!\"" gudnite"""
"ham","please leave this topic..sorry for telling that.."
"ham","pls send me the correct name da."
"ham","what happened to our yo date?"
"spam","eastenders tv quiz. what flower does dot compare herself to? d= violet e= tulip f= lily txt d e or f to 84025 now 4 chance 2 win å£100 cash wkent/150p16+"
"ham","webpage s not available!"
"ham","just woke up. yeesh its late. but i didn't fall asleep til &lt;#&gt; am :/"
"spam","you are now unsubscribed all services. get tons of sexy babes or hunks straight to your phone! go to [URL] no subscriptions."
"ham","dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving gopalettan. we are planning to give a small gift on that day. those who like to participate in that you are welcome. please contact our admin team for more details"
"ham","k..k...from tomorrow onwards started ah?"
"ham","what u talking bout early morning? it's almost noon where your at!"
"ham","fine. do you remember me."
"spam","hi babe its jordan, how r u? im home from abroad and lonely, text me back if u wanna chat xxsp visionsms.com text stop to stopcost 150p [PHONE]"
"ham","ok. how many should i buy."
"ham","sounds good, keep me posted"
"spam","get a brand new mobile phone by being an agent of the mob! plus loads more goodies! for more info just text mat to 87021."
"ham","ok. so april. cant wait"
"ham","boy you best get yo ass out here quick"
"ham","ay wana meet on sat?ì_ wkg on sat?"
"ham","i'm now but have to wait till 2 for the bus to pick me."
"ham","apart from the one i told you about yesterday?"
"ham","ok lor... but buy wat?"
"ham","somebody should go to andros and steal ice"
"ham","don know. i did't msg him recently."
"ham","take us out shopping and mark will distract isaiah.=d"
"ham","mum, hope you are having a great day. hoping this text meets you well and full of life. have a great day. abiola"
"ham","there is no sense in my foot and penis."
"ham","okay but i thought you were the expert"
"ham","*deep sigh* ... i miss you :-( ... i am really surprised you haven't gone to the net cafe yet to get to me ... don't you miss me?"
"ham","s.s:)i thinl role is like sachin.just standing. others have to hit."
"ham","have a great trip to india. and bring the light to everyone not just with the project but with everyone that is lucky to see you smile. bye. abiola"
"ham","and very importantly, all we discuss is between u and i only."
"ham","k..k:)how about your training process?"
"ham","ok lor. i ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?"
"ham","in da car park"
"ham","i wish that i was with you. holding you tightly. making you see how important you are. how much you mean to me ... how much i need you ... in my life ..."
"ham","so i asked how's anthony. dad. and your bf"
"ham","'wnevr i wana fal in luv vth my books, my bed fals in luv vth me..!'' . yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) gud eveb-)."
"ham","am going to take bath ill place the key in window:-)"
"spam","lord of the rings:return of the king in store now!reply lotr by 2 june 4 chance 2 win lotr soundtrack cds stdtxtrate. reply stop to end txts"
"ham","dear, take care. i am just reaching home.love u a lot."
"ham","staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323"
"ham","have you emigrated or something? ok maybe 5.30 was a bit hopeful..."
"ham","olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. hopefully they dont ignore that."
"ham","we walked from my moms. right on stagwood pass right on winterstone left on victors hill. address is &lt;#&gt;"
"ham","yo, you at jp and hungry like a mofo?"
"ham","this is all just creepy and crazy to me."
"ham","ok... i din get ur msg..."
"ham","pathaya enketa maraikara pa'"
"ham","even if he my friend he is a priest call him now"
"ham","u so lousy, run already come back then half dead... hee..."
"ham","that's y i said it's bad dat all e gals know u... wat u doing now?"
"ham","or remind me in a few hrs."
"ham","i had been hoping i would not have to send you this message. my rent is due and i dont have enough for it. my reserves are completely gone. its a loan i need and was hoping you could her. the balance is  &lt;#&gt; . is there a way i could get that from you, till mid march when i hope to pay back."
"ham","hi. happy new year. i dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. thanks"
"ham","hello hun how ru? its here by the way. im good. been on 2 dates with that guy i met in walkabout so far. we have to meet up soon. hows everyone else?"
"ham","lol i was gonna last month. i cashed some in but i left &lt;#&gt; just in case. i was collecting more during the week cause they announced it on the blog."
"spam","good luck! draw takes place 28th feb 06. good luck! for removal send stop to 87239 customer services [PHONE]"
"ham","short but cute : \ be a good person"
"ham","just haven't decided where yet eh ?"
"ham","wat time liao, where still got."
"ham","yes watching footie but worried we're going to blow it - phil neville?"
"ham","i wait 4 ì_ inside da car park..."
"ham","uncle abbey! happy new year. abiola"
"ham","now am free call me pa."
"ham","r u saying i should re order the slippers cos i had to pay for returning it."
"ham","stop knowing me so well!"
"ham","good evening! this is roger. how are you?"
"ham","small problem in auction:)punj now asking tiwary"
"spam","free entry in 2 a weekly comp for a chance to win an ipod. txt pod to 80182 to get entry (std txt rate) t&c's apply [PHONE] for details 18+"
"ham","he telling not to tell any one. if so treat for me hi hi hi"
"spam","1st wk free! gr8 tones str8 2 u each wk. txt nokia on to 8007 for classic nokia tones or hit on to 8007 for polys. nokia/150p poly/200p 16+"
"ham","u coming 2 pick me?"
"ham","thats cool. i liked your photos. you are very sexy!"
"ham","would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me again! that needs to b sacked"
"ham","haha better late than ever, any way i could swing by?"
"ham","ok. but i finish at 6."
"spam","lookatme!: thanks for your purchase of a video clip from lookatme!, you've been charged 35p. think you can do better? why not send a video in a mmsto 32323."
"ham","i've been barred from all b and q stores for life!?this twat in orange dungerees came up to me and asked if i wanted decking? so i got the first punch in!!"
"ham","so no messages. had food?"
"ham","ok going to sleep. hope i can meet her."
"ham","wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!"
"ham","can you let me know details of fri when u find out cos i'm not in tom or fri. mentionned chinese. thanks"
"ham","you're right i have now that i think about it"
"ham","wat r u doing now?"
"ham","is ur lecture over?"
"spam","sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? this msg is free recd msgs 150p inc vat 2 cancel text stop"
"ham","customer place i will call you"
"ham","not planned yet :)going to join company on jan 5 only.don know what will happen after that."
"ham","boy; i love u grl: hogolo boy: gold chain kodstini grl: agalla boy: necklace madstini grl: agalla boy: hogli 1 mutai eerulli kodthini! grl: i love u kano;-)"
"ham","haha i heard that, text me when you're around"
"ham","i.ll get there tomorrow and send it to you"
"ham","\shit babe.. thasa bit messed up.yeh"
"ham","oh thats late! well have a good night and i will give u a call tomorrow. iam now going to go to sleep night night"
"ham","\cheers u tex mecause u werebored! yeah okden hunny r uin wk sat?soundåõs likeyour havin gr8fun j! keep updat countinlots of loveme xxxxx.\"""""
"ham","sorry,  in meeting i'll call you later"
"ham","yo! howz u? girls never rang after india. l"
"ham","yeah but which is worse for i"
"spam","hard live 121 chat just 60p/min. choose your girl and connect live. call [PHONE] now! cheap chat uk's biggest live service. vu bcm1896wc1n3xx"
"ham","i tagged my friends that you seemed to count as your friends."
