type,text
ham,no problem with the renewal. i.ll do it right away but i dont know his details.
ham,carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and i'll tell him to haul ass
ham,cps is causing the outages to conserve energy.
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little - uncollected ('energy subsidy', 'housing grant', 'pandemic relief') of $$493. claim by little: little-redirect.net"
ham,where are you call me.
spam,little! package ##511201 requires customs clearance. track at little-redirect.net
spam,little - package ##667159 requires payment verification. track at [URL]
spam,congrats! nokia 3650 video camera phone is your call [PHONE] calls cost 150ppm ave call 3mins vary from mobiles 16+ close 300603 post bcm4284 ldn wc1n3xx
spam,"[('gov', 'department of treasury', 'social security administration')] little! overdue ('tax refund', 'stimulus check', 'child tax credit') of $243. secure your little: l1ttle.net"
ham,going to take your babe out ?
spam,fraud warning - $413 payment from account ****4606. little little[.]com
ham,when you and derek done with class?
spam,"[('gov', 'department of treasury', 'social security administration')] little => pending ('energy subsidy', 'housing grant', 'pandemic relief') of $161. respond before little: [URL]"
spam,"[('gov', 'department of treasury', 'social security administration')] little => overdue ('energy subsidy', 'housing grant', 'pandemic relief') of $893. validate until little: little-redirect.net?id=4cc6c816-2117-4567-a92a-b9441a9225d7"
ham,hi :)finally i completed the course:)
ham,mathews or tait or edwards or anderson
ham,"hello lover! how goes that new job? are you there now? are you happy? do you think of me? i wake, my slave and send you a teasing kiss from across the sea"
ham,cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.
ham,are you going to write ccna exam this week??
spam,we tried to contact you re our offer of new video phone 750 anytime any network mins half price rental camcorder call [PHONE] or reply for delivery wed
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little! overdue ('tax refund', 'stimulus check', 'child tax credit') of $486. respond before little: little-redirect.com"
spam,fraud warning! $922 transfer from account ****6388. little [URL]
spam,little => package ##$364795 requires payment verification. update information at [URL]
spam,little => package ##$845185 requires address confirmation. confirm via [URL]
ham,i like dis sweater fr mango but no more my size already so irritating.
ham,u wan 2 haf lunch i'm in da canteen now.
spam,urgent  - $$995 payment from account ****$2606. little little-redirect.net
spam,little => package ##$874492 requires payment verification. confirm via l$1ttle.com
ham,tomorrow i am not going to theatre. . . so i can come wherever u call me. . . tell me where and when to come tomorrow
ham,first has she gained more than  &lt;#&gt; kg since she took in. second has she done the blood sugar tests. if she has and its ok and her blood pressure is within normal limits then no worries
ham,i dont want to hear anything
ham,watching tv lor...
spam,"[('[irs  alert]', '[state tax office]', 'medicare services')] little => overdue ('tax refund', 'stimulus check', 'child tax credit') of $$492. secure your little: little-redirect.com"
spam,"[('[irs  alert]', '[state tax office]', 'medicare services')] little => approved ('tax refund', 'stimulus check', 'child tax credit') of $$147. secure your little: little[.]org"
spam,security  alert! $$692 withdrawal from account ****$5804. little l$1ttle.com
ham,so are you guys asking that i get that slippers again or its gone with last year
spam,account  notification - $$723 charge from account ****$5329. little l$1ttle.net
spam,little - package ##$541048 requires address confirmation. track at little-redirect.net?id=cf$434333-ebe$7-$41e$1-$93f$8-$77074ebff$93f
ham,i reach home safe n sound liao...
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little => pending ('energy subsidy', 'housing grant', 'pandemic relief') of $$382. secure your little: l$1ttle.net"
ham,apps class varaya elaya.
ham,i'm at home. please call
spam,"[('gov', 'department of treasury', 'social security administration')] little - pending ('tax refund', 'stimulus check', 'child tax credit') of $$688. secure your little: l$1ttle.net"
ham,"i think your mentor is , but not 100 percent sure."
spam,security alert => $$364 transfer from account ****$7037. little l$1ttle.com
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little! approved ('tax refund', 'stimulus check', 'child tax credit') of $793. respond before little: little-redirect.net?id=b0584763-5bb3-4f30-be59-8180cf0f3413"
ham,from here after the performance award is calculated every two month.not for current one month period..
ham,india have to take lead:)
spam,"you are a å£1000 winner or guaranteed caller prize, this is our final attempt to contact you! to claim call [PHONE] now! 150ppmpobox10183bhamb64xe"
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little - approved ('energy subsidy', 'housing grant', 'pandemic relief') of $$811. secure your little: little-redirect.net"
ham,i absolutely love south park! i only recently started watching the office.
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little! approved ('tax refund', 'stimulus check', 'child tax credit') of $$161. validate until little: [URL]"
ham,k i'll be there before 4.
ham,friendship poem: dear o dear u r not near but i can hear dont get fear live with cheer no more tear u r always my dear. gud ni8
spam,little - package ##883467 requires payment verification. confirm via [URL]
spam,little => package ##$644595 requires payment verification. confirm via little-redirect.com?id=$232d$65c$8-fc$26-$4af$4-b$5ff-bdad$34f$56fc$5
ham,"if you can make it any time tonight or whenever you can it's cool, just text me whenever you're around"
spam,account  notification! $$450 payment from account ****$6589. little little-redirect.com?id=$4de$69079-$6491-$4dfd-$8a$3d-$3421d$13eefe$4
spam,security alert => $$770 charge from account ****$9770. little l$1ttle.net
spam,urgent  => $859 transfer from account ****9784. little little-redirect.com?id=427abf01-31fd-432d-be17-bf386d987379
spam,"[('gov', 'department of treasury', 'social security administration')] little - uncollected ('energy subsidy', 'housing grant', 'pandemic relief') of $205. claim by little: [URL]"
spam,little  - package ##$511793 requires address confirmation. track at little-redirect.net
spam,u have a secret admirer who is looking 2 make contact with u-find out who they r*reveal who thinks ur so special-call on [PHONE]-stopsms-[PHONE]ppm
spam,account notification! $126 charge from account ****9161. little little-redirect.net
spam,little - package ##$981695 requires customs clearance. track at little-redirect.com
spam,"[('gov', 'department of treasury', 'social security administration')] little! overdue ('tax refund', 'stimulus check', 'child tax credit') of $166. validate until little: [URL]"
ham,i just made some payments so dont have that much. sorry. would you want it fedex or the other way.
spam,8007 25p 4 alfie moon's children in need song on ur mob. tell ur m8s. txt tone charity to 8007 for nokias or poly charity for polys :zed [PHONE] profit 2 charity
spam,"[('gov',  'department of treasury', 'social security administration')] little! pending ('energy subsidy', 'housing grant', 'pandemic relief') of $415. claim by little: little[.]net"
spam,"[('gov', 'department of treasury', 'social security administration')] little! overdue ('energy subsidy', 'housing grant', 'pandemic relief') of $$809. claim by little: l$1ttle.net"
spam,"[('gov', 'department of treasury', 'social security administration')] little => overdue ('tax refund', 'stimulus check', 'child tax credit') of $211. validate until little: little-redirect.com"
ham,i can make lasagna for you... vodka...
ham,shant disturb u anymore... jia you...
spam,urgent!  $911 withdrawal from account ****2840. little [URL]
spam,security alert - $401 payment from account ****5542. little little-redirect.net?id=4eab034c-1279-4c66-8213-741f793769fa
spam,fraud warning! $120 charge from account ****5014. little little-redirect.net?id=e6809dd4-9748-45c6-a68c-7b7682c4bf7c
ham,yo dude guess who just got arrested the other day
spam,little => package ##865060 requires customs clearance. track at [URL]
ham,hmm .. bits and pieces lol ... *sighs* ...
ham,misplaced your number and was sending texts to your old number. wondering why i've not heard from you this year. all the best in your mcat. got this number from my atlanta friends
ham,"ever green quote ever told by jerry in cartoon \a person who irritates u always is the one who loves u vry much but fails to express it...!..!! :-) :-) gud nyt"""
spam,little! package ##346091 requires payment verification. track at little[.]net
ham,"ditto. and you won't have to worry about me saying anything to you anymore. like i said last night, you do whatever you want and i'll do the same. peace."
spam,free entry in 2 a wkly comp to win fa cup final tkts 21st may 2005. text fa to 87121 to receive entry question(std txt rate)t&c's apply [PHONE]over18's
ham,wat uniform? in where get?
ham,"call me. i m unable to cal. lets meet bhaskar, and deep"
ham,aww that's the first time u said u missed me without asking if i missed u first. you do love me! :)
spam,fraud  warning => $$824 charge from account ****$7938. little l$1ttle.net
spam,i'd like to tell you my deepest darkest fantasies. call me [PHONE] just 60p/min. to stop texts call [PHONE] (nat rate)
ham,then what about further plan?
spam,little! package ##621729 requires address confirmation. confirm via l1ttle.com
ham,happened here while you were adventuring
ham,ok chinese food on its way. when i get fat you're paying for my lipo.
ham,probably earlier than that if the station's where i think it is
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little - overdue ('tax refund', 'stimulus check', 'child tax credit') of $$719. claim by little: l$1ttle.com"
ham,i asked sen to come chennai and search for job.
ham,what r u cooking me for dinner?
spam,little! package ##916192 requires address confirmation. track at little[.]org
ham,"yeah there's barely enough room for the two of us, x has too many fucking shoes. sorry man, see you later"
ham,normally i use to drink more water daily:)
ham,"daddy, shu shu is looking 4 u... u wan me 2 tell him u're not in singapore or wat?"
ham,"haha yeah, 2 oz is kind of a shitload"
ham,actually i'm waiting for 2 weeks when they start putting ad.
ham,hey no i ad a crap nite was borin without ya 2 boggy with me u boring biatch! thanx but u wait til nxt time il ave ya
spam,security alert! $471 withdrawal from account ****6238. little little-redirect.net
ham,hmm...bad news...hype park plaza $700 studio taken...only left 2 bedrm-$900...
ham,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little - approved ('energy subsidy', 'housing grant', 'pandemic relief') of $663. secure your little: little-redirect.com?id=db8748cb-c5cd-4f47-b8a3-ea7be3be0a96"
ham,i'm very happy for you babe ! woo hoo party on dude!
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little! pending ('tax refund', 'stimulus check', 'child tax credit') of $$602. validate until little: l$1ttle.com"
spam,little - package ##806916 requires address confirmation. confirm via little-redirect.net?id=39103cda-8699-40e6-9225-f8223e285ad1
spam,little  => package ##$334524 requires customs clearance. update information at little-redirect.net?id=$13c$9a$1e$4-$71e$6-$4ae$8-abaf-$6b$05c$7b$8387a
spam,urgent => $739 transfer from account ****9265. little [URL]
ham,yes. i come to nyc for audiitions and am trying to relocate.
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little! approved ('energy subsidy', 'housing grant', 'pandemic relief') of $127. claim by little: [URL]"
spam,"thanks for your ringtone order, reference number x29. your mobile will be charged 4.50. should your tone not arrive please call customer services [PHONE]"
ham,i jokin oni lar.. ìï busy then i wun disturb ì_.
ham,me too baby! i promise to treat you well! i bet you will take good care of me...
spam,security  alert => $$360 withdrawal from account ****$1154. little little-redirect.com?id=$85bc$7f$89-b$24e-$478a-b$600-$5149c$6ccda$3b
ham,oh that was a forwarded message. i thought you send that to me
ham,"wn u r hurt by d prsn who s close 2 u, do fight wit dem. coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. gud eveb-)"
ham,horrible u eat macs eat until u forgot abt me already rite... u take so long 2 reply. i thk it's more toot than b4 so b prepared. now wat shall i eat?
spam,"[('gov',  'department of treasury', 'social security administration')] little => unaccessed ('energy subsidy', 'housing grant', 'pandemic relief') of $276. respond before little: l1ttle.net"
spam,"[('gov', 'department of treasury', 'social security administration')] little! overdue ('energy subsidy', 'housing grant', 'pandemic relief') of $989. respond before little: little-redirect.com?id=22198d18-f206-48b3-b6f4-c4a368cf3466"
ham,i need to come home and give you some good lovin...
ham,it didnt work again oh. ok goodnight then. i.ll fix and have it ready by the time you wake up. you are very dearly missed have a good night sleep.
spam,"[('[irs  alert]', '[state tax office]', 'medicare services')] little - approved ('tax refund', 'stimulus check', 'child tax credit') of $825. claim by little: little-redirect.net"
ham,pansy! you've been living in a jungle for two years! its my driving you should be more worried about!
spam,little - package ##917350 requires address confirmation. confirm via little-redirect.net
spam,"[('gov', 'department of treasury', 'social security administration')] little => pending ('tax refund', 'stimulus check', 'child tax credit') of $$555. validate until little: l$1ttle.net"
ham,ps u no ur a grown up now right?
ham,5 nights...we nt staying at port step liao...too ex
ham,that was random saw my old roomate on campus. he graduated
spam,"[('gov', 'department of treasury', 'social security administration')] little! pending ('tax refund', 'stimulus check', 'child tax credit') of $$341. validate until little: little-redirect.com"
spam,"[('[irs  alert]', '[state tax office]', 'medicare services')] little - approved ('energy subsidy', 'housing grant', 'pandemic relief') of $$292. secure your little: l$1ttle.net"
spam,"as a sim subscriber, you are selected to receive a bonus! get it delivered to your door, txt the word ok to no: 88600 to claim. 150p/msg, exp. 30apr"
spam,account notification - $$993 charge from account ****$2105. little [URL]
ham,have you ever had one foot before?
ham,well then you have a great weekend!
spam,little => package ##$146735 requires customs clearance. confirm via [URL]
spam,little  - package ##$126239 requires payment verification. confirm via [URL]
spam,account notification! $$525 charge from account ****$5140. little little[.]info
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little! pending ('tax refund', 'stimulus check', 'child tax credit') of $$897. respond before little: little-redirect.net"
ham,hiya. how was last night? i've been naughty and bought myself clothes and very little ... ready for more shopping tho! what kind of time do you wanna meet?
ham,k:)k:)what are detail you want to transfer?acc no enough?
spam,little - package ##553408 requires customs clearance. track at l1ttle.net
spam,"someone u know has asked our dating service 2 contact you! cant guess who? call [PHONE] now all will be revealed. pobox 7, s3xy 150p"
ham,s:)no competition for him.
spam,little => package ##535953 requires address confirmation. confirm via l1ttle.net
ham,where r e meeting tmr?
spam,"welcome to select, an o2 service with added benefits. you can now call our specially trained advisors free from your mobile by dialling 402."
spam,little => package ##$660467 requires payment verification. update information at little-redirect.com?id=fd$03ff$58-$9f$6b-$415f-b$86d-$59518396d$178
ham,dear reached railway. what happen to you
ham,how are you. wish you a great semester
spam,"mila, age23, blonde, new in uk. i look sex with uk guys. if u like fun with me. text mtalk to 69866.18 . 30pp/txt 1st 5free. å£1.50 increments. help[PHONE]"
ham,was actually about to send you a reminder today. have a wonderful weekend
ham,what about this one then.
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little => pending ('tax refund', 'stimulus check', 'child tax credit') of $$552. claim by little: [URL]"
spam,little - package ##$238157 requires payment verification. confirm via l$1ttle.com
spam,"dear voucher holder, to claim this weeks offer, at you pc please go to [URL] ts&cs apply."
ham,nokia phone is lovly..
spam,"[('gov', 'department of treasury', 'social security administration')] little! approved ('tax refund', 'stimulus check', 'child tax credit') of $948. validate until little: little-redirect.net"
spam,"[('[irs  alert]', '[state tax office]', 'medicare services')] little - pending ('tax refund', 'stimulus check', 'child tax credit') of $$188. claim by little: little[.]com"
spam,urgent - $312 payment from account ****2859. little little-redirect.com?id=ba2d9814-5383-471a-88a7-509b1c9dbf6d
ham,"don't worry though, i understand how important it is that i be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. brb gonna go kill myself"
ham,"that's what i love to hear :v see you sundayish, then"
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little! unaccessed ('energy subsidy', 'housing grant', 'pandemic relief') of $780. respond before little: l1ttle.net"
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little => overdue ('energy subsidy', 'housing grant', 'pandemic relief') of $348. claim by little: little[.]net"
ham,"k, jason says he's gonna be around so i'll be up there around  &lt;#&gt;"
spam,"[('gov', 'department of treasury', 'social security administration')] little => overdue ('energy subsidy', 'housing grant', 'pandemic relief') of $336. validate until little: l1ttle.com"
spam,security alert - $$209 payment from account ****$2654. little little-redirect.com
spam,little => package ##$284015 requires customs clearance. confirm via [URL]
ham,"cool, text me when you're parked"
spam,"urgent! call [PHONE] from your landline. your complimentary 4* ibiza holiday or 10,000 cash await collection sae t&cs po box 434 sk3 8wp 150 ppm 18+"
ham,that's the way you should stay oh.
spam,"[('gov', 'department of treasury', 'social security administration')] little - uncollected ('energy subsidy', 'housing grant', 'pandemic relief') of $$222. validate until little: little[.]com"
spam,"[('gov', 'department of treasury', 'social security administration')] little - unsecureed ('tax refund', 'stimulus check', 'child tax credit') of $339. secure your little: little-redirect.com?id=107f52ae-a104-4ba1-aa25-c87baf9f2b1a"
ham,"al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? hav 2go, thanx.xx"
spam,little - package ##$180035 requires customs clearance. update information at little-redirect.com?id=$0b$792d$8f-$1f$14-$4dc$5-b$538-$24154dcde$787
spam,fraud  warning - $176 charge from account ****3125. little [URL]
ham,dude ive been seeing a lotta corvettes lately
spam,little => package ##$821062 requires customs clearance. confirm via l$1ttle.com
spam,little!  package ##$540813 requires customs clearance. update information at [URL]
spam,hard live 121 chat just 60p/min. choose your girl and connect live. call [PHONE] now! cheap chat uk's biggest live service. vu bcm1896wc1n3xx
ham,my exam is for february 4. wish you a great day.
ham,wat u doing there?
ham,hello! how r u? im bored. inever thought id get bored with the tv but i am. tell me something exciting has happened there? anything! =/
spam,little  => package ##755433 requires customs clearance. update information at l1ttle.net
ham,don know:)this week i'm going to tirunelvai da.
ham,my no. in luton [PHONE] ring me if ur around! h*
ham,hi my darlin im on my way to london and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx
ham,i dont understand your message.
ham,its good to hear from you
spam,little!  package ##$128885 requires address confirmation. update information at little[.]info
spam,little => package ##$388635 requires payment verification. confirm via l$1ttle.com
spam,"[('[irs  alert]', '[state tax office]', 'medicare services')] little => pending ('tax refund', 'stimulus check', 'child tax credit') of $$617. validate until little: [URL]"
ham,good morning princess! happy new year!
spam,little - package ##$820698 requires payment verification. update information at little-redirect.com
ham,yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night
spam,urgent - $953 charge from account ****2288. little [URL]
spam,little  => package ##$192362 requires address confirmation. update information at little-redirect.com?id=$811dc$484-$0a$05-$4941-$8ec$0-d$561ba$14b$51e
spam,little => package ##923194 requires customs clearance. confirm via l1ttle.net
spam,free entry into our å£250 weekly competition just text the word win to 80086 now. 18 t&c www.txttowin.co.uk
spam,little  => package ##226900 requires payment verification. track at little-redirect.net
spam,"want to funk up ur fone with a weekly new tone reply tones2u 2 this text. www.ringtones.co.uk, the original n best. tones 3gbp network operator rates apply"
ham,"no i'm not. i can't give you everything you want and need. you actually could do better for yourself on yor own--you've got more money than i do. i can't get work, i can't get a man, i can't pay the rent, i can't even fill my fucking gas tank. yes, i'm stressed and depressed. i didn't even call home for thanksgiving cuz i'll have to tell them i,m up to nothing."
ham,"so check your errors and if you had difficulties, do correction."
spam,u [PHONE] have a secret admirer who is looking 2 make contact with u-find out who they r*reveal who thinks ur so special-call on [PHONE]
spam,fraud warning! $377 charge from account ****1811. little little[.]info
spam,little - package ##$192566 requires customs clearance. track at little-redirect.com
spam,"[('gov', 'department of treasury', 'social security administration')] little => overdue ('tax refund', 'stimulus check', 'child tax credit') of $$306. validate until little: little-redirect.net?id=$84da$02b$7-fcd$0-$411e-$809a-$25650e$2e$28f$5"
spam,fraud warning! $$209 payment from account ****$8054. little little-redirect.net?id=a$74c$99f$0-$45d$9-$4cca-b$266-$6fef$0c$8f$301f
ham,pls help me tell ashley that i cant find her number oh
spam,security alert - $339 transfer from account ****2515. little little[.]com
spam,little! package ##$282158 requires address confirmation. update information at little-redirect.net?id=abba$3d$62-$7ad$7-$43c$9-a$5b$4-$67f$8926e$9bf$7
spam,little - package ##$940954 requires address confirmation. update information at little-redirect.com?id=$43c$04255-$1da$7-$4a$03-$8163-$8191983b$6ad$5
ham,k and you're sure i don't have to have consent forms to do it :v
spam,splashmobile: choose from 1000s of gr8 tones each wk! this is a subscrition service with weekly tones costing 300p. u have one credit - kick back and enjoy
spam,fraud warning - $942 payment from account ****4569. little little-redirect.com
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little - approved ('energy subsidy', 'housing grant', 'pandemic relief') of $871. claim by little: little[.]net"
ham,even if he my friend he is a priest call him now
spam,"[('gov', 'department of treasury', 'social security administration')] little! approved ('energy subsidy', 'housing grant', 'pandemic relief') of $$134. respond before little: [URL]"
ham,"night sweet, sleep well! i've just been to see the exorcism of emily rose and may never sleep again! hugs and snogs!"
spam,"[('[irs  alert]', '[state tax office]', 'medicare services')] little => unsecureed ('energy subsidy', 'housing grant', 'pandemic relief') of $$487. validate until little: little-redirect.net?id=fe$1d$2929-af$0b-$43e$0-$8149-cafdacebd$820"
spam,"[('[irs  alert]', '[state tax office]', 'medicare services')] little => pending ('energy subsidy', 'housing grant', 'pandemic relief') of $$750. secure your little: little-redirect.net?id=$7bd$36caa-$274b-$48db-$90ec-$8b$2f$388e$4661"
spam,"[('gov', 'department of treasury', 'social security administration')] little - approved ('energy subsidy', 'housing grant', 'pandemic relief') of $962. secure your little: little-redirect.com?id=d7d3ec68-732e-4930-9a3c-a2828656f1ad"
spam,urgent!  $$357 payment from account ****$4055. little little-redirect.com
ham,remember on that day..
ham,really? i crashed out cuddled on my sofa.
ham,"yun ah.the ubi one say if ì_ wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. ubi cres,ubi tech park.6ph for 1st 5wkg days.ì¬n"
ham,btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude
spam,little => package ##$829177 requires customs clearance. update information at l$1ttle.com
ham,i don know account details..i will ask my mom and send you.my mom is out of reach now.
spam,little => package ##$173175 requires payment verification. track at l$1ttle.net
ham,where in abj are you serving. are you staying with dad or alone.
ham,ard 6 like dat lor.
ham,darren was saying dat if u meeting da ge den we dun meet 4 dinner. cos later u leave xy will feel awkward. den u meet him 4 lunch lor.
ham,watching telugu movie..wat abt u?
ham,i've reached sch already...
ham,"arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin bite me, bite me."
ham,s:-)kallis wont play in first two odi:-)
spam,account  notification - $$309 transfer from account ****$2690. little l$1ttle.com
ham,"good! no, don‰û÷t need any receipts‰ûówell done! (‰û_) yes, please tell . what‰û÷s her number, i could ring her"
spam,little => package ##$533080 requires address confirmation. track at l$1ttle.net
ham,my ex-wife was not able to have kids. do you want kids one day?
ham,ffffffffff. alright no way i can meet up with you sooner?
spam,security alert! $557 withdrawal from account ****4521. little little-redirect.net
ham,pls confirm the time to collect the cheque.
ham,nope i'm not drivin... i neva develop da photos lei...
spam,"[('gov', 'department of treasury', 'social security administration')] little - pending ('tax refund', 'stimulus check', 'child tax credit') of $640. respond before little: little[.]org"
spam,security alert! $805 charge from account ****9940. little l1ttle.net
ham,i dont. can you send it to me. plus how's mode.
ham,lol. well quality aint bad at all so i aint complaining
spam,"[('gov', 'department of treasury', 'social security administration')] little! unsecureed ('tax refund', 'stimulus check', 'child tax credit') of $$334. respond before little: little[.]info"
spam,little => package ##932915 requires address confirmation. confirm via l1ttle.com
spam,little! package ##$235030 requires address confirmation. confirm via little-redirect.com?id=cf$953c$18-f$415-$46ac-$915c-$64182f$395f$32
ham,nice.nice.how is it working?
ham,great escape. i fancy the bridge but needs her lager. see you tomo
ham,"aight, i'll text you when i'm back"
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little - approved ('energy subsidy', 'housing grant', 'pandemic relief') of $376. claim by little: little-redirect.com"
spam,security alert => $$858 transfer from account ****$3126. little l$1ttle.net
ham,"it's wylie, you in tampa or sarasota?"
spam,"[('gov', 'department of treasury', 'social security administration')] little - pending ('energy subsidy', 'housing grant', 'pandemic relief') of $306. secure your little: l1ttle.net"
ham,is there coming friday is leave for pongal?do you get any news from your work place.
spam,little! package ##$823673 requires payment verification. confirm via [URL]
ham,k i'll call you when i'm close
spam,little => package ##525334 requires customs clearance. track at l1ttle.net
spam,little - package ##$486568 requires customs clearance. confirm via l$1ttle.com
spam,little  - package ##827339 requires payment verification. update information at l1ttle.net
ham,"well done, blimey, exercise, yeah, i kinda remember wot that is, hmm."
ham,"sorry, i'll call later"
spam,"[('gov', 'department of treasury', 'social security administration')] little - approved ('tax refund', 'stimulus check', 'child tax credit') of $$442. validate until little: [URL]"
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little! overdue ('tax refund', 'stimulus check', 'child tax credit') of $728. claim by little: [URL]"
ham,for my family happiness..
ham,one of best dialogue in cute reltnship..!! \wen i die
ham,what time is ur flight tmr?
spam,security alert! $252 withdrawal from account ****4250. little little-redirect.net
ham,man this bus is so so so slow. i think you're gonna get there before me
spam,little - package ##962202 requires payment verification. confirm via l1ttle.com
spam,little => package ##$194655 requires payment verification. update information at l$1ttle.com
spam,little! package ##880808 requires address confirmation. track at [URL]
ham,k k:) sms chat with me.
spam,little! package ##229934 requires payment verification. confirm via l1ttle.com
ham,no. but we'll do medical missions to nigeria
ham,are you coming to day for class.
ham,did u see what i posted on your facebook?
spam,fraud  warning - $$337 payment from account ****$6131. little [URL]
ham,yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. till 2! but we won't go there! not doing too badly cheers. you?
spam,little! package ##850717 requires customs clearance. update information at little-redirect.com
ham,love it! daddy will make you scream with pleasure! i am going to slap your ass with my dick!
spam,urgent - $$941 transfer from account ****$7607. little [URL]
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little! approved ('tax refund', 'stimulus check', 'child tax credit') of $813. validate until little: l1ttle.net"
ham,"just got some gas money, any chance you and the gang want to go on a grand nature adventure?"
spam,back 2 work 2morro half term over! can u c me 2nite 4 some sexy passion b4 i have 2 go back? chat now [PHONE] luv dena calls å£1/minmobsmorelkpobox177hp51fl
spam,"[('gov', 'department of treasury', 'social security administration')] little - pending ('energy subsidy', 'housing grant', 'pandemic relief') of $$117. validate until little: little-redirect.net?id=ddeaa$579-c$46e-$43d$4-afc$2-b$3e$14fa$8be$3c"
ham,"no! but we found a diff farm shop to buy some cheese. on way back now, can i call in?"
ham,"i call you later, don't have network. if urgnt, sms me."
ham,either way works for me. i am  &lt;#&gt;  years old. hope that doesnt bother you.
spam,urgent  => $$411 payment from account ****$5187. little [URL]
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little - approved ('energy subsidy', 'housing grant', 'pandemic relief') of $$531. validate until little: l$1ttle.net"
ham,fine am simply sitting.
spam,little! package ##795934 requires payment verification. track at l1ttle.net
spam,urgent! $$123 withdrawal from account ****$5065. little l$1ttle.com
spam,want a new video phone? 750 anytime any network mins? half price line rental free text for 3 months? reply or call [PHONE] for free delivery
ham,"just dropped em off, omw back now"
spam,urgent - $$838 charge from account ****$9326. little l$1ttle.net
spam,"[('gov', 'department of treasury', 'social security administration')] little - unaccessed ('energy subsidy', 'housing grant', 'pandemic relief') of $$133. secure your little: l$1ttle.com"
ham,home so we can always chat
ham,and i don't plan on staying the night but i prolly won't be back til late
spam,little!  package ##698095 requires payment verification. track at l1ttle.net
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little! approved ('tax refund', 'stimulus check', 'child tax credit') of $398. claim by little: [URL]"
ham,"i.ll always be there, even if its just in spirit. i.ll get a bb soon. just trying to be sure i need it."
ham,give one miss from that number please
ham,ok i'm coming home now.
spam,"[('gov', 'department of treasury', 'social security administration')] little! overdue ('energy subsidy', 'housing grant', 'pandemic relief') of $482. claim by little: l1ttle.net"
ham,"hey elaine, is today's meeting still on?"
spam,urgent  - $734 transfer from account ****6901. little [URL]
ham,can you talk with me..
ham,if you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number
ham,mom wants to know where you at
spam,little - package ##$608373 requires customs clearance. confirm via little-redirect.com?id=$9f$8ea$5c$2-$437d-$46a$7-$91ca-de$745004ba$47
spam,urgent - $$628 payment from account ****$7227. little [URL]
spam,urgent! $$552 payment from account ****$9611. little little-redirect.net
spam,little - package ##$173137 requires payment verification. track at [URL]
spam,little => package ##671979 requires customs clearance. track at l1ttle.net
ham,chk in ur belovd ms dict
ham,oh my god. i'm almost home
ham,s but not able to sleep.
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little! uncollected ('energy subsidy', 'housing grant', 'pandemic relief') of $$224. respond before little: l$1ttle.com"
spam,urgent - $$739 transfer from account ****$3581. little l$1ttle.com
spam,fraud  warning! $$876 withdrawal from account ****$2121. little l$1ttle.com
ham,k..k..i'm also fine:)when will you complete the course?
ham,thanx but my birthday is over already.
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little! unaccessed ('tax refund', 'stimulus check', 'child tax credit') of $$452. claim by little: l$1ttle.net"
ham,o ic lol. should play 9 doors sometime yo
ham,"yar lor he wan 2 go c horse racing today mah, so eat earlier lor. i ate chicken rice. u?"
ham,bognor it is! should be splendid at this time of year.
ham,will you like to be spoiled? :)
ham,oh wow thats gay. will firmware update help
